,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
3791,Renaissance Hotel,1,143,2019,January,2,7,1,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,38.4,0,2
3792,Renaissance Hotel,1,223,2019,January,2,7,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,107.0,0,0
3793,Renaissance Hotel,1,117,2019,January,2,7,2,5,1,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Transient,33.08,0,2
3794,Renaissance Hotel,1,13,2019,January,2,8,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,0
3795,Renaissance Hotel,1,24,2019,January,2,8,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,48.0,0,1
3796,Renaissance Hotel,1,2,2019,January,2,8,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,0
3797,Renaissance Hotel,0,59,2019,January,2,8,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,29.0,0,0
3798,Renaissance Hotel,1,6,2019,January,2,8,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,96.0,0,0
3799,Renaissance Hotel,1,11,2019,January,2,8,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,29.0,0,1
3800,Renaissance Hotel,1,19,2019,January,2,8,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,52.8,0,0
3801,Renaissance Hotel,1,19,2019,January,2,8,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,52.8,0,0
3802,Renaissance Hotel,0,74,2019,January,2,8,2,2,2,0,0,BB,IRL,TA/TO,0,0,0,D,D,0,No Deposit,115.0,,0,Transient,33.3,0,0
3803,Renaissance Hotel,0,169,2019,January,2,8,2,3,2,0,0,BB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,50.4,0,1
3804,Renaissance Hotel,1,200,2019,January,2,8,8,20,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,50.4,0,0
3805,Renaissance Hotel,1,1,2019,January,2,9,0,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,1
3806,Renaissance Hotel,1,28,2019,January,2,9,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,56.0,0,1
3807,Renaissance Hotel,1,1,2019,January,2,9,0,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,1
3808,Renaissance Hotel,1,28,2019,January,2,9,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,56.0,0,1
3809,Renaissance Hotel,1,110,2019,January,2,9,2,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,36.45,0,0
3810,Renaissance Hotel,1,15,2019,January,2,9,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,48.0,0,0
3811,Renaissance Hotel,1,103,2019,January,2,9,2,6,2,2,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,77.4,0,1
3812,Renaissance Hotel,0,87,2019,January,2,9,4,10,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,26.1,0,0
3813,Renaissance Hotel,1,177,2019,January,3,10,2,4,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,25.11,0,1
3814,Renaissance Hotel,1,6,2019,January,3,10,2,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1
3815,Renaissance Hotel,1,8,2019,January,3,12,0,2,2,0,0,BB,PRT,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,43.0,0,0
3816,Renaissance Hotel,1,99,2019,January,3,12,2,10,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,41.4,0,0
3817,Renaissance Hotel,1,99,2019,January,3,12,2,10,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,41.4,0,1
3818,Renaissance Hotel,0,172,2019,January,3,12,8,20,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Contract,25.92,0,1
3819,Renaissance Hotel,1,284,2019,January,3,12,8,20,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,26.1,0,0
3820,Renaissance Hotel,1,122,2019,January,3,12,12,30,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,22.11,0,0
3821,Renaissance Hotel,0,0,2019,January,3,13,0,0,2,0,0,BB,PRT,TA/TO,0,0,0,D,I,0,No Deposit,242.0,,0,Transient,0.0,0,1
3822,Renaissance Hotel,1,15,2019,January,3,13,0,4,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,2
3823,Renaissance Hotel,1,15,2019,January,3,13,0,4,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,2
3824,Renaissance Hotel,1,15,2019,January,3,13,0,4,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,2
3825,Renaissance Hotel,0,23,2019,January,3,14,0,1,2,0,0,BB,USA,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,48.0,0,0
3826,Renaissance Hotel,1,0,2019,January,3,15,0,1,2,0,0,BB,PRT,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient-Party,44.0,0,0
3827,Renaissance Hotel,1,34,2019,January,3,15,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,44.8,0,1
3828,Renaissance Hotel,1,1,2019,January,3,16,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,59.0,0,1
3829,Renaissance Hotel,1,7,2019,January,3,16,2,5,2,0,0,HB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,57.6,0,0
3830,Renaissance Hotel,1,172,2019,January,4,17,3,5,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,59.4,0,1
3831,Renaissance Hotel,1,172,2019,January,4,17,3,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,29.16,0,1
3832,Renaissance Hotel,1,12,2019,January,4,18,1,0,1,0,0,BB,PRT,TA/TO,0,0,0,F,F,0,No Deposit,15.0,,0,Transient,0.0,0,0
3833,Renaissance Hotel,1,31,2019,January,4,18,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,44.8,0,1
3834,Renaissance Hotel,1,3,2019,January,4,19,0,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,0
3835,Renaissance Hotel,1,3,2019,January,4,21,0,1,1,0,0,BB,PRT,Corporate,0,0,0,A,E,0,No Deposit,,47.0,0,Transient,30.0,0,0
3836,Renaissance Hotel,1,34,2019,January,4,21,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,44.8,0,1
3837,Renaissance Hotel,1,26,2019,January,4,21,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,44.8,0,1
3838,Renaissance Hotel,1,3,2019,January,4,22,0,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,D,0,No Deposit,330.0,,0,Transient-Party,38.0,0,2
3839,Renaissance Hotel,0,101,2019,January,4,22,0,2,2,0,0,HB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,66.98,1,0
3840,Renaissance Hotel,1,3,2019,January,4,22,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,D,0,No Deposit,330.0,,0,Transient-Party,43.0,0,2
3841,Renaissance Hotel,1,3,2019,January,4,22,0,2,2,0,0,BB,PRT,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,52.8,0,1
3842,Renaissance Hotel,1,13,2019,January,4,22,2,4,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,44.8,0,2
3843,Renaissance Hotel,1,11,2019,January,4,23,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,0
3844,Renaissance Hotel,1,1,2019,January,4,23,0,1,2,0,0,HB,PRT,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,96.0,0,1
3845,Renaissance Hotel,1,173,2019,January,5,25,1,0,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,59.4,0,1
3846,Renaissance Hotel,1,14,2019,January,5,25,1,2,2,0,0,BB,PRT,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,61.0,0,2
3847,Renaissance Hotel,0,160,2019,January,5,25,1,3,2,0,0,BB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,36.86,0,1
3848,Renaissance Hotel,0,154,2019,January,5,26,0,1,2,0,0,BB,KOR,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,35.16,1,2
3849,Renaissance Hotel,1,4,2019,January,5,26,0,1,1,0,0,BB,PRT,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient,38.0,0,0
3850,Renaissance Hotel,0,214,2019,January,5,26,12,30,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,31.45,0,0
3851,Renaissance Hotel,0,154,2019,January,5,26,0,1,2,0,0,BB,KOR,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,29.16,0,2
3852,Renaissance Hotel,1,5,2019,January,5,27,0,1,1,0,0,BB,PRT,Corporate,0,0,0,A,D,0,No Deposit,,373.0,0,Transient,39.0,0,0
3853,Renaissance Hotel,1,16,2019,January,5,27,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1
3854,Renaissance Hotel,1,2,2019,January,5,28,0,1,1,0,0,BB,PRT,Corporate,0,0,0,A,A,0,No Deposit,126.0,,0,Transient,30.0,0,0
3855,Renaissance Hotel,1,80,2019,January,5,28,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1
3856,Renaissance Hotel,1,33,2019,January,5,28,0,3,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,0
3857,Renaissance Hotel,1,33,2019,January,5,28,0,3,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,0
3858,Renaissance Hotel,1,185,2019,January,5,28,2,3,2,0,1,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,32.4,0,3
3859,Renaissance Hotel,0,1,2019,January,5,29,0,1,2,0,0,BB,PRT,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,75.0,1,0
3860,Renaissance Hotel,1,48,2019,January,5,29,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,55.0,0,0
3861,Renaissance Hotel,1,157,2019,January,5,29,2,5,2,0,0,HB,PRT,TA/TO,0,0,0,F,F,0,No Deposit,242.0,,0,Transient,88.2,0,1
3862,Renaissance Hotel,1,15,2019,January,5,30,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1
3863,Renaissance Hotel,1,22,2019,January,6,31,2,2,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,52.8,0,2
3864,Renaissance Hotel,1,3,2019,February,6,1,1,0,1,0,0,BB,PRT,Corporate,0,0,0,A,D,0,No Deposit,,286.0,0,Transient-Party,39.0,0,0
3865,Renaissance Hotel,1,3,2019,February,6,1,1,0,1,0,0,BB,PRT,Corporate,0,0,0,A,D,0,No Deposit,,286.0,0,Transient-Party,39.0,0,0
3866,Renaissance Hotel,0,0,2019,February,6,1,1,0,1,0,0,BB,PRT,Corporate,0,0,0,A,D,0,No Deposit,,,0,Transient,39.0,0,1
3867,Renaissance Hotel,1,13,2019,February,6,1,1,0,2,0,0,BB,PRT,Direct,0,0,0,E,E,1,No Deposit,250.0,,0,Transient,67.0,0,0
3868,Renaissance Hotel,1,11,2019,February,6,1,1,3,1,0,0,BB,PRT,Corporate,0,0,0,A,D,0,No Deposit,94.0,,0,Transient,27.0,0,0
3869,Renaissance Hotel,1,28,2019,February,6,1,1,3,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,46.4,0,2
3870,Renaissance Hotel,0,101,2019,February,6,1,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.2,0,1
3871,Renaissance Hotel,1,202,2019,February,6,2,0,3,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,27.9,0,1
3872,Renaissance Hotel,1,133,2019,February,6,2,5,15,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,24.94,0,0
3873,Renaissance Hotel,1,4,2019,February,6,3,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,68.0,0,1
3874,Renaissance Hotel,0,116,2019,February,6,3,0,4,2,0,0,BB,GBR,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,56.1,0,1
3875,Renaissance Hotel,1,100,2019,February,6,3,0,4,2,0,0,BB,PRT,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,56.1,0,0
3876,Renaissance Hotel,0,97,2019,February,6,3,0,4,2,0,0,BB,GBR,TA/TO,0,0,0,F,F,0,No Deposit,36.0,,0,Transient,50.54,0,0
3877,Renaissance Hotel,1,39,2019,February,6,3,2,5,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,55.0,0,0
3878,Renaissance Hotel,1,46,2019,February,6,3,7,19,1,0,0,BB,PRT,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,30.0,0,1
3879,Renaissance Hotel,1,46,2019,February,6,3,7,19,2,0,0,BB,PRT,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,38.0,0,1
3880,Renaissance Hotel,1,20,2019,February,6,4,0,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,1
3881,Renaissance Hotel,1,142,2019,February,6,4,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,50.4,0,1
3882,Renaissance Hotel,1,17,2019,February,6,4,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,54.67,0,1
3883,Renaissance Hotel,1,26,2019,February,6,4,1,3,2,1,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,87.0,0,1
3884,Renaissance Hotel,1,83,2019,February,6,4,1,3,2,2,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,98.0,0,0
3885,Renaissance Hotel,1,99,2019,February,6,4,4,8,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,38.88,0,1
3886,Renaissance Hotel,1,13,2019,February,6,5,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,53.0,0,1
3887,Renaissance Hotel,1,2,2019,February,6,5,0,2,2,1,0,BB,PRT,TA/TO,0,0,0,A,C,0,No Deposit,177.0,,0,Transient,36.25,0,1
3888,Renaissance Hotel,1,18,2019,February,6,5,1,2,2,1,0,BB,PRT,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,69.67,0,2
3889,Renaissance Hotel,0,88,2019,February,6,5,2,2,2,0,0,BB,ESP,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,26.0,1,0
3890,Renaissance Hotel,0,88,2019,February,6,5,2,2,2,0,0,BB,ESP,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,26.0,0,0
3891,Renaissance Hotel,1,18,2019,February,6,5,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,56.57,0,2
3892,Renaissance Hotel,1,18,2019,February,6,5,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,56.57,0,2
3893,Renaissance Hotel,0,211,2019,February,6,5,2,6,2,0,0,HB,GBR,TA/TO,0,0,0,E,E,1,No Deposit,314.0,,0,Transient,72.55,0,0
3894,Renaissance Hotel,1,29,2019,February,6,6,2,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1
3895,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3896,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3897,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3898,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3899,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3900,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3901,Renaissance Hotel,1,12,2019,February,6,6,2,1,2,2,0,BB,PRT,TA/TO,0,0,0,C,C,0,No Deposit,242.0,,0,Transient,78.0,0,1
3902,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3903,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3904,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3905,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3906,Renaissance Hotel,1,22,2019,February,6,6,2,1,3,1,0,BB,PRT,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,118.0,0,0
3907,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3908,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3909,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3910,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3911,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3912,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3913,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3914,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3915,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3916,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3917,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3918,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3919,Renaissance Hotel,1,72,2019,February,6,6,2,1,2,0,0,HB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
3920,Renaissance Hotel,1,155,2019,February,6,6,2,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,59.4,0,0
3921,Renaissance Hotel,0,94,2019,February,6,6,2,2,2,0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,115.0,,0,Transient,28.1,0,2
3922,Renaissance Hotel,0,94,2019,February,6,6,2,2,2,0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,115.0,,0,Transient,28.1,0,1
3923,Renaissance Hotel,1,81,2019,February,6,6,2,5,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,70.2,0,1
3924,Renaissance Hotel,0,168,2019,February,6,6,2,5,2,0,0,BB,DNK,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,36.86,0,1
3925,Renaissance Hotel,1,120,2019,February,6,6,4,6,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,50.4,0,1
3926,Renaissance Hotel,1,8,2019,February,6,6,4,10,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,25.0,0,0
3927,Renaissance Hotel,1,4,2019,February,7,7,2,1,1,0,0,BB,PRT,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,39.0,0,0
3928,Renaissance Hotel,1,111,2019,February,7,8,1,0,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,41.4,0,0
3929,Renaissance Hotel,0,143,2019,February,7,8,1,1,2,0,0,BB,CHN,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,41.4,0,1
3930,Renaissance Hotel,0,143,2019,February,7,8,1,1,2,0,0,BB,CHN,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,41.4,0,1
3931,Renaissance Hotel,1,102,2019,February,7,8,1,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0
3932,Renaissance Hotel,1,102,2019,February,7,8,1,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0
3933,Renaissance Hotel,1,102,2019,February,7,8,1,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0
3934,Renaissance Hotel,1,102,2019,February,7,8,1,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0
3935,Renaissance Hotel,1,102,2019,February,7,8,1,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0
3936,Renaissance Hotel,1,102,2019,February,7,8,1,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0
3937,Renaissance Hotel,1,5,2019,February,7,8,1,3,2,2,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,98.0,0,1
3938,Renaissance Hotel,0,117,2019,February,7,8,1,3,2,0,0,BB,IRL,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,43.4,0,2
3939,Renaissance Hotel,0,152,2019,February,7,8,1,3,2,0,0,BB,IRL,TA/TO,0,0,0,D,G,1,No Deposit,241.0,,0,Transient,67.88,1,2
3940,Renaissance Hotel,1,32,2019,February,7,8,1,4,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,53.44,0,1
3941,Renaissance Hotel,0,103,2019,February,7,9,0,2,2,0,0,HB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,1
3942,Renaissance Hotel,1,103,2019,February,7,9,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0
3943,Renaissance Hotel,0,103,2019,February,7,9,0,2,2,0,0,HB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0
3944,Renaissance Hotel,0,103,2019,February,7,9,0,2,2,0,0,HB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0
3945,Renaissance Hotel,1,103,2019,February,7,9,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0
3946,Renaissance Hotel,1,103,2019,February,7,9,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0
3947,Renaissance Hotel,1,103,2019,February,7,9,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0
3948,Renaissance Hotel,1,103,2019,February,7,9,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0
3949,Renaissance Hotel,1,103,2019,February,7,9,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0
3950,Renaissance Hotel,1,103,2019,February,7,9,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0
